docnum,content
679,"@pinkvaders Yeah, but it gets even worse when those people who admit to violent serial abuse of the world's most beloved actor not only get free passes at criminal behaviour, but are endorsed by the @NLatUN and @LOrealParisUSA as their face / speaker for victims."
680,RT @mrsluv78: (latoya jackson)picture of a REAL DV survivor! A REAL bruised eye! @aclu @UNHumanRights @LOrealParisUSA @sams_usa @Loreal @UN_Women plz remove Amber Heard from all platforms. AH IS A LIAR & ABUSER WHO FRAMED JOHNNY DEPP. INSULTING REAL VICTIMS! JD IS SUING FOR DEFAMATION! ðŸ˜¡ pic.twitter.com/GehwxCEzVA
97,RT @Influenster: Itâ€™s never too early to take preventive measures for your skin! Take it from member Corinne F. - whose showing her â¤ï¸ (literally) for @LOrealParisUSA's #revitalift. See how other Skinfluensters are using L'OrÃ©al Revitalift to shield their skin at our link! bit.ly/2p6XFJG pic.twitter.com/dDud3lT7lw
682,(latoya jackson)picture of a REAL DV survivor! A REAL bruised eye! @aclu @UNHumanRights @LOrealParisUSA @sams_usa @Loreal @UN_Women plz remove Amber Heard from all platforms. AH IS A LIAR & ABUSER WHO FRAMED JOHNNY DEPP. INSULTING REAL VICTIMS! JD IS SUING FOR DEFAMATION! ðŸ˜¡ pic.twitter.com/GehwxCEzVA
683,@LOrealParisUSA I love this shade the first one I got it's so flattering to my skin tome
684,@Macee_Face @Marussia15 @tschak0306 @LOrealParisUSA @SalesforceUK @suigenerisjen Mystery solved. Vielen Dank.
685,"@Marussia15 @LOrealParisUSA @SalesforceUK @suigenerisjen If him, notice how filthy his fingernails are. The clown doesn't wash for weeks."
686,"RT @MahammKhann21: I'm boycotting @pepsi products as they continue to promote Meesha Shafi, who is accused of misusing the #MeToo movement & submitting fake docs in court. Like @LOrealParisUSA supports abuser Amber Heard, @pepsipakistan supports a liar Meesha. 
CC: @ramonlaguarta @gnlyons21"
687,@nontagonist @Water_Bxttle @Marussia15 @highlydefective @LOrealParisUSA @SalesforceUK @suigenerisjen Itâ€™s in the court docs. Right middle finger had to be surgically reattached after she threw a vodka bottle at him and it shattered
688,"RT @thyquaintwench: Hey.

Dear @LOrealParisUSA,

......second thoughts about #AmberHeard?

Or was as Johnny Depp's black eye not convincing enough?

Drop her.

She needs to go away.

Sincerely, 

Twitter"
689,"@Water_Bxttle @Marussia15 @highlydefective @LOrealParisUSA @SalesforceUK @suigenerisjen Looks like his right thumb. I thought that was... a different body part at first. Still, how the hell do you do that to someone?"
690,@LOrealParisUSA My box of the excellence creme color system is missing the pre-color treatment when I opened it.  Can I still use the system?
691,"@Ryksanz @Nivaria11 @PauloNoggy @karuvf @Marussia15 @UncleTimi @LOrealParisUSA @SalesforceUK @suigenerisjen He has actual evidence that he is presenting in court and videos from security cameras proving that she lied and didn't have bruises on her face, etc."
1033,"Now on Rollback at @Walmart, @LOrealParisUSA Pure-Sugar Scrubs are naturally derived from a blend of 3 pure sugars to provide gentle exfoliation that melts as you scrub. Get yours now! bit.ly/2IJjZiF #WalmartBeauty #LorealParis #SugarScrubIt #Contest"
693,"Hey.

Dear @LOrealParisUSA,

......second thoughts about #AmberHeard?

Or was as Johnny Depp's black eye not convincing enough?

Drop her.

She needs to go away.

Sincerely, 

Twitter"
694,"RT @jones_akemi: @LOrealParisUSA #LOrealParisUSA 
Listen to faithful #lorealparisusa customers...Seeing #amberheard @realamberheard #EASYAMBER smirk and over act her way through this ad is a slap in the face to true DV victims! Get with it #LOrealParisUSA !
#DropAmberHeard
#dropamberheard"
1038,"RT @CouponingRachel: Get your summer kissed skin ready for winter! @LOrealParisUSA scrubs always leave my face and lips super soft! Get them on #rollback + enter a #giveaway for a $250 @Walmart #giftcard >>> goo.gl/fb/hXgT9v 
#WalmartBeauty #LorealParis #SugarScrubIt #IC #ad pic.twitter.com/NGdIDxH5Qs"
696,"@LOrealParisUSA How dare  you have Heard a admitted abuser to represent your line.  She is malicious and abusive, physically and mentally.  Admitted to punching Depp in the face twice, threw his wallet and phone out the window, severed his finger with a bottle of vodka and kicked kicked him."
697,"@allyst18 @LOrealParisUSA It's very frustrating. I had to buy two shades and return them before I could land on my correct shade of Fresh Wear, and it was only then that I could use my shade to compare to the concealer to find my shade. It was a frustrating process."
698,RT @StoliBolli66: THIS is the face of @LOrealParisUSA. THIS organisation condones violence towards men. Boycott now. (WARNING: DISTRESSING IMAGE) pic.twitter.com/alyBdOATSd
699,RT @StoliBolli66: THIS is the face of @LOrealParisUSA. THIS organisation supports a violent abuser. Boycott now. (WARNING: DISTRESSING IMAGE) pic.twitter.com/alyBdOATSd #JohnnyDepp #JohnnyDeppIsInnocent #SurvivoursHaveNoGender #IBelieveHim #BoycottLOreal pic.twitter.com/b5BOnNWbfZ
700,"@LOrealParisUSA #LOrealParisUSA 
Listen to faithful #lorealparisusa customers...Seeing #amberheard @realamberheard #EASYAMBER smirk and over act her way through this ad is a slap in the face to true DV victims! Get with it #LOrealParisUSA !
#DropAmberHeard
#dropamberheard"
701,At the #FCGrill with Lâ€™Oreal learning we are all dehydrated and need to take better care of our skin. Facts. @LOrealParisUSA @Kiehls #WMXSXSW @WavemakerCanada @WavemakerUS #SXSW2019 pic.twitter.com/LC9iVkAbRe
503,"@xeniatchoumi @LOrealParisUSA keeping a watchful eye on you, Xeni"
1024,RT @CouponCraving: Loving the smooth skin the @LOrealParisUSA scrubs give my face and lips! Get them on #rollback AND also enter a #giveaway for a $250 @Walmart #giftcard   #WalmartBeauty #LorealParis #SugarScrubIt #IC #ad #Sweepstakes #sweep #sweeps #winning couponcravings.com/loreal-paris-pâ€¦ pic.twitter.com/vlg3UNBm8l
704,Our latest issue includes #AthleisureBeauty which focuses on great ways to keep your skin radiant with @ecoinnisfree @MarineAndVine @LOrealParisUSA @LansinohUSA @ShiseidoUSA #beauty issuu.com/athleisuremag/â€¦
705,Johnny Depp Has Photo Evidence Of Black Eye He Allegedly Got From Amber Heard #johnnydepp #johnnydeppismygrindelwald #johnnydeppwillnotbeburied #WeAreWithYouJohnnyDepp #amberheardadmitted #AmberHeardIsAnAbuser @LOrealParisUSA hotnewhiphop.com/johnny-depp-haâ€¦ via @HotNewHipHop
706,@LOrealParisUSA just bought this yesterday... is it suppose to look like water color because what the hell. I shook it 400 times and still super watery with no pigment. ðŸ˜• pic.twitter.com/YpSuoF5JlK
908,"14-day challenge alert! We tried Lâ€™Oreal Paris Revitalift Triple Power day cream to feel smooth and hydrated. Loving the results! You can get @LOrealParisUSA from @Walmart: goic.io/AM5hT0

#ad tamaracamerablog.com/take-the-14-daâ€¦ #RevitaliftChallenge #LorealParis #WalmartBeauty #IC pic.twitter.com/lTnOMby6rl"
708,"RT @MaraHenry13: So, media, are we going to ignore Depp's battered face because @realamberheard beat him? Just asking because I think it's rather disturbing to keep protecting a ""lady"" who is not afraid to hit other people.

P.S. Equality is equality.  @LOrealParisUSA @DCComics pic.twitter.com/rsaIf4aOPI"
709,"@Feefee88022661 @ifod @AutumnOnVenus @babewhlte Shall we get organized and write to Mme Bettencourt-Meyer of @LOrealParisUSA about Heard's background. I'm convinced someone ""forgot"" to tell her what the prestigious company's face really stands for."
710,"RT @Fleur_de_Lys85: Still happy to support @realamberheard are you @lorealParisUSA? 
Johnny Depp Left With a Black Eye After Allegedly Being Punched in the Face by Amber Heard theblast.com/johnny-depp-amâ€¦"
711,@villainimnot congrats to @LOrealParisUSA for making her the face of their brand.......
707,RT @LauraBockov: @TheNamesQ @depphead_ @LOrealParisUSA So true. We canâ€™t turn a blind eye to her violence. No more letting sponsors sweep things under the rug. She did this and should pay for it. He certainly has..in more ways than we will ever know.
713,@LOrealParisUSA ..Shame on you guys of Loreal...this woman is the face of your products? pic.twitter.com/ztspKQD67W
714,RT @Juliett71326822: @itfansofdepp @LOrealParisUSA Can you hear us Loreal? We are disgusted about this admitted serial abuser and proven liar being glamourized. This is no role model. She's been sued for defamation. You would even promote a murderer as long as she had a pretty face?!  Shame!
715,@itfansofdepp @LOrealParisUSA Can you hear us Loreal? We are disgusted about this admitted serial abuser and proven liar being glamourized. This is no role model. She's been sued for defamation. You would even promote a murderer as long as she had a pretty face?!  Shame!
716,"@JeffreeStar @ultabeauty @elfcosmetics Can we do more drug store reviews!!!! Loving this. Maybe full face of @Maybelline, @wetnwildbeauty && @LOrealParisUSA"
717,I am insanely excited about getting in on the @LOrealParisUSA lash serum challenge #voxbox through @Influenster!!
718,Mixing @LOrealParisUSA infallible & @Maybelline FitMe Dewy & Smooth is fucking BOMB! Wish I would stay on my sweaty ass nose doe! Lol! Nothing survives the sweaty nose. ðŸ¤·ðŸ½â€â™€ï¸ Instagram: lorylopez36 for info on these looks. pic.twitter.com/rtsuAGXsfQ
719,"RT @MerCleodora: @LOrealParisUSA @vicky_mx16 That woman has been arrested several times and been twice proven to have abuse the people she is with. She is not the face you want your brand be associated with. Please, do some research on her background story."
720,"RT @xsocialopen: @LOrealParisUSA @vicky_mx16 We've been telling you for years that she was the abuser, based on his evidence and court papers. But you decided to support her anyway, in the face of real victims of abuse. It was deliberate on your part to disregard her prior DV arrest."
721,"Hey @LOrealParisUSA, I really wish you cared about the planet as much as you care about my FiancÃ©es face! This amount of plastic for this box is absolutely infuriating. You should be ashamed. #plasticpollution pic.twitter.com/J5dGNFKfiQ"
722,@sarikapersaud_ @CocoaSwatches @LOrealParisUSA Itâ€™s going to look ashy on her dark skin tone. I wouldnâ€™t use her arm for reference for medium shades
243,@KokieCosmetics @PFCosmetics @wetnwildbeauty @LOrealParisUSA @ColourPopCo @COVERGIRL @Maybelline @Essence Thanks â¤ï¸â¤ï¸â¤ï¸
724,RT @LOrealParisUSA: Itâ€™s time for you to try our NEW Infallible Full Wear concealer ðŸ˜  Experience full-on coverage and full-face wear for up to 24 hours. pic.twitter.com/AiKxtkRiNd
725,@kpdarkseid @LOrealParisUSA @vicky_mx16 She could probably sock you in the eye and you'd believe she didn't if she said so. A woman's word? Talk is cheap and needs to be backed up with evidence.
726,@LOrealParisUSA @vicky_mx16 I'm glad to see you are finally taking notice of what people have been saying about Amber. She is a proven domestic abuser and should not be the face of any company. Please do the right thing.
727,@younglasallian @garnierUSA @LOrealParisUSA And the most anti-gel person ended up regularly using clay - Dad
728,"@LOrealParisUSA @vicky_mx16 That woman has been arrested several times and been twice proven to have abuse the people she is with. She is not the face you want your brand be associated with. Please, do some research on her background story."
729,"@LOrealParisUSA @vicky_mx16 We've been telling you for years that she was the abuser, based on his evidence and court papers. But you decided to support her anyway, in the face of real victims of abuse. It was deliberate on your part to disregard her prior DV arrest."
730,"@TheBlastNews She'll let out a whimper and a screech and have all those organizations come running to her rescue who endorsed her for being Depp's ex. How dare anybody doubt her words, right? 
@UNGeneva
@UN
@ACLU
@LOrealParisUSA
#MeToo #TimesUp"
801,"First Impression Friday:
What better day to test out @LOrealParisUSAâ€™s Sublime Bronze Self-Tanning Towelettes than a day with a -30 degree windchill?!

Go to katierobisonblogs.com (link in bio) to read my full review! pic.twitter.com/rYATvtssan"
732,@LOrealParisUSA you should do a real woman campaign.  Iâ€™ve been using your #revitalift for years and I recommend it to everyone.  It works!!! I turn 50 this year and my skin is amazing compared to other women in my age group.  â¤ï¸ this stuff
733,@LOrealParisUSA I've got to try the shake and glow!!
734,@umbertoned @elfcosmetics @Maybelline @COVERGIRL @LOrealParisUSA @CoastalScents @MorpheBrushes @NyxCosmetics Canâ€™t get over how perfect your skin isðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­
735,@umbertoned @danayshiaavette @elfcosmetics @Maybelline @COVERGIRL @LOrealParisUSA @CoastalScents @MorpheBrushes @NyxCosmetics A face ðŸ’¯
736,Dear @LOrealParisUSA I am on the final drops of my Youth Code BB cream.... what am I supposed to replace it with???? #pleasehelp
737,@Influenster @LOrealParisUSA clay cleanser
738,"Hey there, @LOrealParisUSA if you want to know why I stopped buying your products? Because of the #EvaLongoria ads. I donâ€™t need her lecturing me about how to say skin care ingredients.  #hyluronicacid"
998,"#wearable #skincare tech from @LOrealParisUSA La Roche-Posay My Skin Track UV sensor clips onto clothing and measures exposure to #UV radiation, known to damage skin and, in large amounts, cause skin cancer #beautytech bit.ly/2FmA9QV"
740,@facedbykareem @touchinsolUS @LOrealParisUSA @EsteeLauder @TooFaced @Maybelline itâ€™s honestly hella good for smoothing out your skin ðŸ”¥
741,"RT @iHeartRadio: We're excited to announce that @halsey will be honored with the @LOrealParisUSA Fangirls Award at our 2019 #iHeartAwards âœ¨

Come celebrate this bb with us and buy your tickets now: ihr.fm/iHeartAwardsTiâ€¦ pic.twitter.com/i6oB3G940W"
712,@TheNamesQ @depphead_ @LOrealParisUSA So true. We canâ€™t turn a blind eye to her violence. No more letting sponsors sweep things under the rug. She did this and should pay for it. He certainly has..in more ways than we will ever know.
743,@OlaySkin Sis This Glow Boost Mask is amazing and @LOrealParisUSA This Rosy Moisturizer Has Me Glowy!! pic.twitter.com/aAZP4PlEw1
744,"Super excited to announce our girl, @halsey will be honored with the @LOrealParisUSA Fangirls Award at our 2019 #iHeartAwards! 

Celebrate this bb with us and buy your tickets now: ihr.fm/iHeartAwardsTiâ€¦ pic.twitter.com/9Q4T8iXCui"
745,RT @POWERATL: Yay! ðŸ’• @Halsey will be honored with the @LOrealParisUSA Fangirls Award at our 2019 #iHeartAwards! Come celebrate this bb with us and buy your tickets now: ihr.fm/iHeartAwardsTiâ€¦ pic.twitter.com/VeTvzbmxQG
746,Yay! ðŸ’• @Halsey will be honored with the @LOrealParisUSA Fangirls Award at our 2019 #iHeartAwards! Come celebrate this bb with us and buy your tickets now: ihr.fm/iHeartAwardsTiâ€¦ pic.twitter.com/VeTvzbmxQG
747,"We're excited to announce that @halsey will be honored with the @LOrealParisUSA Fangirls Award at our 2019 #iHeartAwards âœ¨

Come celebrate this bb with us and buy your tickets now: ihr.fm/iHeartAwardsTiâ€¦ pic.twitter.com/i6oB3G940W"
748,@LOrealParisUSA best eye cream!! pic.twitter.com/coxsTUwBgL
904,I'm all for finding products that make us feel and look great! I just took part in the 14 day #RevitaliftChallenge with @LOrealParisUSA and I love how soft my skin is.  Available at @walmart! #LorealParis #walmartbeauty #IC #ad goic.io/6mkzJK pic.twitter.com/Axw4kRqoKz
750,"@heather67192812 @LOrealParisUSA  I agree, it made my face itch!  And it looked pretty too!"
751,"@LOrealParisUSA yup just today I did, and I keep sneezing and I feel like itching my face off.  Why add perfume!?!?!"
892,RT @CleverHousewife: I'm all for finding products that make us feel and look great! I just took part in the 14 day #RevitaliftChallenge with @LOrealParisUSA and I love how soft my skin is.  Available at @walmart! #LorealParis #walmartbeauty #IC #ad goic.io/6mkzJK pic.twitter.com/Axw4kRqoKz
306,Let me talk you through my trash again! Skin Care Products I finished - My July Empties 2019 | Doctor Anne buff.ly/2JHtEYQ featuring @pixibeautyuk @DearKlairs @OSKIA @lorealparis pic.twitter.com/WqWqJNL5Tk
